id	Industry_Vertical	SubVertical	City
10775827	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10775889	Consumer Internet	Crowd Funding Platform	New Delhi
10776635	Consumer Internet	Tech Enabler for Artists	Mumbai
10777037	Consumer Internet	Online Real Estate Portal	Mumbai
10777822	Consumer Internet	First Aid care app	Gurgaon
10778068	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10778634	Consumer Internet	Online Furniture Customization platform	Bangalore
10779033	ECommerce	ECommerce Marketplace	Gurgaon
10779428	Consumer Internet	Auto Classifieds Portal	Mumbai
10780050	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10780339	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10780515	Consumer Internet	Party Hall Booking platform	Bangalore
10780701	Education	Mobile Based Education platform	Jaipur
10782173	Consumer Internet	Automobile Service Booking App	Bangalore
10783007	Consumer Internet	Parenting Mobile App	New Delhi
10783041	ECommerce	Online Jewellery etailer	Bangalore
10784036	Consumer Internet	Online insurance policy aggregator	Noida
10784269	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10784343	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10784629	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10784679	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10785018	Technology	Financial Technology Research Platform	Bangalore
10785436	ECommerce	Construction Material Marketplace	Bangalore
10785469	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10786107	Food & Beverage	Craft Beer manufacturing company	New Delhi
10786526	ECommerce	Construction Material Marketplace	Bangalore
10786995			
10787397	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10787424	Consumer Internet	Mobile app based Concierge Service	New Delhi
10788038	Consumer Internet	Food Delivery Platform	Hyderabad
10788253	Consumer Internet	Rental Bike Aggregator App	Noida
10788986	Consumer Internet	Rental Bike Aggregator App	Noida
10789162	Finance	Social Business Incubator & Fund	Chennai
10789879	Consumer Internet	Food Ordering Mobile App	Hyderabad
10789943	ECommerce	Online marketplace for cars	Mumbai
10789976	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10790164	ECommerce	ECommerce Marketplace	Gurgaon
10790874	Healthcare	Medical Tourism platform	Pune
10791078	Technology	Next Generation in-building connectivity	Bangalore
10791816			
10791932	Technology	Home Automation & Security Solutions	Bangalore
10791953	Consumer Internet	Online match-making app	Bangalore
10792920	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10792999	Technology	Real time data analytics & reporting	Bangalore
10793587	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10793642	Consumer Internet	Co-Working Space Platform	New Delhi
10794155	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10795147	Healthcare	Salons & Spa Chain	Gurgaon
10796025	Consumer Internet	Auto Classifieds Portal	Mumbai
10796902	Finance	Social Business Incubator & Fund	Chennai
10797157	Consumer Internet	Mobile based Referral Platform	Mumbai
10797363	Education	College Education Portal	New Delhi
10797705	Technology	Real time data analytics & reporting	Bangalore
10798561	Consumer Internet	P2P Messaging Service	New Delhi
10798604	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10799355	Healthcare	Salons & Spa Chain	Gurgaon
10799528	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10799548	Consumer Internet	Mobile app based Concierge Service	New Delhi
10800105	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10800147	Technology	Enterprise Cloud Based Data Processing	Bangalore
10800648	Technology	Mobile App Analytics	Mumbai
10800980	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10801308	Consumer Internet	Parenting Social Network	Bangalore
10801837	ECommerce	Online Pet Store	Gurgaon
10801846	Technology	Mobile & Cloud based App developer	New Delhi
10802555	Consumer Internet	Mortgage Offering Platform	Gurgaon
10803050	ECommerce	Home D?cor Product etailer	New Delhi
10803138	Consumer Internet	Online Payment Gateway	Mumbai
10803185	Consumer Internet	Indians focused Matchmaking App	Bangalore
10803430	ECommerce	Online Rental Marketplace	Bangalore
10803528	Finance	Online Lending	Ahmedabad
10804315	Education	Mobile Based Education platform	Jaipur
10804584	ECommerce	Organic Food eTailer	Bangalore
10805200	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10805290	Technology	VR based Spiritual platform	Bangalore
10805535	Consumer Internet	Automobile Service Booking App	Bangalore
10806556	Consumer Internet	Mobile app based Job Search	Noida
10806931	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10807127	Consumer Internet	healthcare aggregator platform	Mumbai
10807150	Consumer Internet	Online travel agent marketplace	Noida
10807731	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10808153	Technology	Real time data analytics & reporting	Bangalore
10808162	ECommerce	Kids Focused eTailer	Pune
10808477	Consumer Internet	Photo Sharing for Groups	Bangalore
10809139	Consumer Internet	Curated Platform for Developers	Hyderabad
10809211	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10809694	Real Estate	Branded Workspaces Aggregator	Gurgaon
10809820	Consumer Internet	Co-Working Space Platform	New Delhi
10810609	ECommerce	ECommerce Marketplace	Gurgaon
10810703			
10811077	Consumer Internet	Indians focused Matchmaking App	Bangalore
10811292	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10812094	ECommerce	Online Jewellery etailer	Bangalore
10812403	Real Estate	Branded Workspaces Aggregator	Gurgaon
10812707	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10813183	Education	Children Education & Information platform	Gurgaon
10813273	Finance	Online Lending	Pune
10813491	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10814061	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10814132	Consumer Internet	Online Bike & Car Services provider	Chennai
10814647	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10814891	Consumer Internet	Online travel agent marketplace	Noida
10814957	Consumer Internet	Curated Platform for Developers	Hyderabad
10815048	Technology	Aadhaar-based API provider	Pune
10815292	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10815297	Consumer Internet	Coupon & Cashback platform	Gurgaon
10815791	Consumer Internet	Rental Bike Aggregator App	Noida
10816273	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10816452	Technology	Medical Automation platform	Bangalore
10816576	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10816884	Technology	Online Tutorial Marketplace	Bangalore
10817790	ECommerce	Specialty Tea ETailer	Siliguri
10817952	Education	Child Disorder Information & Education	Bhopal
10818006	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10818206	Consumer Internet	Online Real Estate Portal	Mumbai
10818492	ECommerce	Mobile Accessories etailer	New Delhi
10818842	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10818931	Consumer Internet	Online travel agent marketplace	Noida
10818945	Consumer Internet	Educational College Search platform	New Delhi
10819381	E-commerce	Retail	Delhi
10819607	Technology	Personal Assistant	Bengaluru
10820102	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10820163	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10821425	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10821478	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10821606	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10821834	Consumer Internet	healthcare aggregator platform	Mumbai
10822003	Consumer Internet	on-demand concierge services	Gurgaon
10822063	Education	Children Education & Information platform	Gurgaon
10822669	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10822905	Consumer Internet	Coupon & Cashback platform	Gurgaon
10823020	ECommerce	ECommerce Marketplace	Gurgaon
10823192	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10823367	Technology	Data Intelligence & Analytics	Hyderabad
10824367	ECommerce	Construction Material ETailer	Gurgaon
10825446	Consumer Internet	Party Hall Booking platform	Bangalore
10825854	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10825880	ECommerce	Construction Material ETailer	Gurgaon
10826299	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10826615	ECommerce	Online marketplace for cars	Mumbai
10826910	Consumer Internet	Indians focused Matchmaking App	Bangalore
10827224	ECommerce	Construction Material Marketplace	Bangalore
10827486	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10827743	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10827930	Consumer Internet	Online Real Estate Portal	Mumbai
10828219	Technology	Medical Automation platform	Bangalore
10828350	Consumer Internet	Online Bike & Car Services provider	Chennai
10829102	Consumer Internet	Personal Finance Mobile App	Bangalore
10829373	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10829497	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10829708	Consumer Internet	inter-city cab aggregator	New Delhi
10830305	Consumer Internet	healthcare aggregator platform	Mumbai
10831487	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10831501	Technology	Connected Smart Home Solutions	Bangalore
10831702	Consumer Internet	Party Hall Booking platform	Bangalore
10831927	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10832414	Technology	Customer Engagement Platform	New Delhi
10832579	ECommerce	Online Jewellery etailer	Bangalore
10832705	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10832745	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10833506	Consumer Internet	Casual Gaming platform	New Delhi
10834590	ECommerce	Online marketplace for cars	Mumbai
10835984	Consumer Interne	Medical Video Consultation platform	Bangalore
10836223	Healthcare	Salons & Spa Chain	Gurgaon
10836941	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10837476	Consumer Internet	Online Payment Gateway	Mumbai
10838493	Consumer Internet	Online travel agent marketplace	Noida
10839400	eCommerce	Solution provider for pet needs	Mumbai
10839766	Technology	Mobile & Cloud based App developer	New Delhi
10839997	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10841648	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10842905	Real Estate	Branded Workspaces Aggregator	Gurgaon
10843161	Education	Children Education & Information platform	Gurgaon
10843973	Education	College Education Portal	New Delhi
10844364	Consumer Internet	Mobile Advertising App	Noida
10844424			
10844971	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10845847	Technology	Data Analytics platform	New Delhi
10845870	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10846271	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10846780	Technology	Mobile App Analytics	Mumbai
10847428	Consumer Internet	Online travel agent marketplace	Noida
10848100	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10848410			
10848854	Healthcare	Weigh Loss Coaching	Mumbai
10850217	Consumer Internet	Online Fantasy Games	Mumbai
10850887	Consumer Internet	healthcare aggregator platform	Mumbai
10851580	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10851646	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10851904	Consumer Internet	Mobile Advertising App	Noida
10851906	Consumer Internet	Crowd Funding Platform	New Delhi
10852260	Education	Children Education & Information platform	Gurgaon
10852674	Consumer Internet	Party Hall Booking platform	Bangalore
10854135	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10855313	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10856488	Technology	Personal Assistant	Bengaluru
10856895	Finance	Social Business Incubator & Fund	Chennai
10857636	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10858181	Consumer Internet	Online insurance policy aggregator	Noida
10858461	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10858736	Entertainment	Digital Entertainment for Children	Mumbai
10858968	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10859088	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10859109	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10859306	Consumer Internet	Online Real Estate Portal	Mumbai
10859801	Consumer Internet	Online Counselling Platform	Mumbai
10859933	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10860768	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10860808	Consumer Internet	Mobile Advertising App	Noida
10861053	ECommerce	Construction Material ETailer	Gurgaon
10861589	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10861943	Education	Child Disorder Information & Education	Bhopal
10862205	Technology	Home Automation & Security Solutions	Bangalore
10863639	Consumer Internet	Photo Sharing for Groups	Bangalore
10864149	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10864734	ECommerce	Construction Material Marketplace	Bangalore
10866334	Consumer Internet	Automobile Classifieds Portal	Mumbai
10867048	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10867835	ECommerce	Online marketplace for cars	Mumbai
10867863	ECommerce	Adult Products Etailers	New Delhi / US
10867894	Consumer Internet	Educational College Search platform	New Delhi
10868158	ECommerce	Online Pet Store	Gurgaon
10868552	Consumer Internet	Mobile Advertising App	Noida
10869535	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10869648	Healthcare	Healthcare Product Manufacturer	Bangalore
10870475	Consumer Internet	Personal Finance Mobile App	Bangalore
10870503	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10871067	ECommerce	Specialty Tea ETailer	Siliguri
10871729	Consumer Internet	Online match-making app	Bangalore
10871945	Consumer Internet	Personal Finance Mobile App	Bangalore
10871982	Technology	Mobile & Cloud based App developer	New Delhi
10872420	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10872664	Technology	Online Tutorial Marketplace	Bangalore
10872749	Technology	Expense Management Solution	Bangalore
10873597	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10874112	Technology	Real time data analytics & reporting	Bangalore
10874991	Technology	Hotel Management Solution	Kolkata
10875116	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10875273	Consumer Internet	Mobile app based Job Search	Noida
10875410	ECommerce	Online Pet Store	Gurgaon
10875517	Technology	Decision Sciences Analytics Solutions	Bangalore
10875544	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10875908	ECommerce	Construction Material Marketplace	Bangalore
10875984	Technology	Connected Smart Home Solutions	Bangalore
10876838	Healthcare	Weigh Loss Coaching	Mumbai
10876962	Food & Beverage	Craft Beer manufacturing company	New Delhi
10877268	Consumer Internet	Smart Parking Platform	New Delhi
10878435	Technology	Connected Smart Home Solutions	Bangalore
10878738	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10878854	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10879279	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10879352	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10879719	Healthcare	Professional Health Services Platform	Mumbai
10879935			
10880818	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10881046	Consumer Internet	Mobile app based Job Search	Noida
10881508	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10882499	Consumer Internet	Photo Sharing for Groups	Bangalore
10882574	Consumer Internet	Online Fantasy Games	Mumbai
10883097	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10883359	Logistics	Online freight aggregator	Bangalore
10883513	Consumer Internet	Indians focused Matchmaking App	Bangalore
10883980	Healthcare	Healthcare Product Manufacturer	Bangalore
10884227	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10884615	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10886391	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10887422	Real Estate	Branded Workspaces Aggregator	Gurgaon
10887627	Technology	Aadhaar-based API provider	Pune
10887686	Consumer Internet	Mobile balance Checking App	Gurgaon
10888405	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10888604	E-commerce	Retail	Delhi
10888623	Consumer Internet	Mortgage Offering Platform	Gurgaon
10888778	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10889834	Education	Mobile Based Education platform	Jaipur
10890080	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10890339	ECommerce	Online Pet Store	Gurgaon
10890517	Consumer Internet	Online insurance policy aggregator	Noida
10890627	ECommerce	Construction Material ETailer	Gurgaon
10890685	Technology	Personal Assistant	Bengaluru
10891407	Consumer Internet	Parenting Social Network	Bangalore
10891466	Consumer Internet	on-demand concierge services	Gurgaon
10891490	Consumer Internet	Online travel agent marketplace	Noida
10892184	Education	Child Disorder Information & Education	Bhopal
10892375	Consumer Internet	Food Ordering Mobile App	Hyderabad
10892916	Technology	Mobile App Analytics	Mumbai
10893223	Technology	Medical Devices	Surat
10893240	ECommerce	Online Grocery Store	Bangalore
10893370	Consumer Internet	Coupon & Cashback platform	Gurgaon
10893856	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10893922	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10893944	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10894157	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10895121	Education	College Education Portal	New Delhi
10896228	Consumer Internet	Cloud Mobility Solutions	Mumbai
10896425	Consumer Internet	Online match-making app	Bangalore
10896472	Consumer Internet	Online Furniture Customization platform	Bangalore
10896774	Consumer Internet	P2P Messaging Service	New Delhi
10897626	Technology	Mobile App Analytics	Mumbai
10898271	Consumer Internet	Indians focused Matchmaking App	Bangalore
10898398	Technology	Aadhaar-based API provider	Pune
10898674	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10900321	ECommerce	Kids Focused eTailer	Pune
10900811	Consumer Interne	Medical Video Consultation platform	Bangalore
10901223	ECommerce	Mobile Accessories etailer	New Delhi
10901704	Consumer Internet	Casual Gaming platform	New Delhi
10901957	Education	Mobile Based Education platform	Jaipur
10902147	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10902637	ECommerce	Online Pet Store	Gurgaon
10903010	Technology	Data Intelligence & Analytics	Hyderabad
10904142	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10904769	Consumer Internet	Online travel agent marketplace	Noida
10904802	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10905348	Technology	Medical Automation platform	Bangalore
10905636	Technology	Next Generation in-building connectivity	Bangalore
10906632	Consumer Internet	Personal Finance Mobile App	Bangalore
10906657	ECommerce	Home D?cor Product etailer	New Delhi
10906669	Consumer Internet	Parenting Social Network	Bangalore
10906770	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10906820	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10907029	Healthcare	Professional Health Services Platform	Mumbai
10907056	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10907081	E-commerce	Retail	Delhi
10907861	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10908074	Technology	Hotel Management Solution	Kolkata
10908102	Consumer Internet	Deal Discovery App	Bangalore
10908196	Consumer Internet	Educational College Search platform	New Delhi
10909116	Consumer Internet	Mobile Advertising App	Noida
10909276	Consumer Internet	P2P Messaging Service	New Delhi
10910260	Consumer Internet	Mobile app based Job Search	Noida
10910327	Technology	Local language Mobile OS	Mumbai
10910408	Education	Children Education & Information platform	Gurgaon
10911574	ECommerce	Online marketplace for cars	Mumbai
10911891	Consumer Internet	SME Online Buying Hub	Gurgaon
10912901	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10913997	Consumer Internet	Deal Discovery App	Bangalore
10915847	Consumer Internet	Casual Gaming platform	New Delhi
10915994	ECommerce	Mobile Accessories etailer	New Delhi
10917263	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10917455	ECommerce	Adult Products Etailers	New Delhi / US
10917672	FMCG	Vegetables & Fruits Supply Chain	Mumbai
10917881	Consumer Internet	Ride Sharing platform	Bangalore
10917987	Technology	Financial Technology Research Platform	Bangalore
10918127	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10918162	Technology	TV to Mobile audience Platform	Gurgaon
10919782	Healthcare	Medical Tourism platform	Pune
10919810	ECommerce	Organic Food eTailer	Bangalore
10920032	Consumer Internet	Online match-making app	Bangalore
10921095	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10921777	Technology	Expense Management Solution	Bangalore
10922112	Consumer Internet	Online Payment Gateway	Mumbai
10922486	ECommerce	Specialty Tea ETailer	Siliguri
10923774	E-commerce	Food and Beverages	Bengaluru
10923839	Consumer Internet	on-demand concierge services	Gurgaon
10923899	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10924380	Consumer Internet	P2P Messaging Service	New Delhi
10925096	Real Estate	Branded Workspaces Aggregator	Gurgaon
10925181	Consumer Internet	Online travel agent marketplace	Noida
10925484	Consumer Internet	Casual Gaming platform	New Delhi
10925559	Education	Career Planning and Education Advisory Platform	Mumbai
10925633	Technology	Home Automation & Security Solutions	Bangalore
10925988	ECommerce	ECommerce Marketplace	Gurgaon
10926282	Consumer Internet	P2P Messaging Service	New Delhi
10926322	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10926434	Consumer Internet	Food Ordering Mobile App	Hyderabad
10926436	Consumer Internet	Online Furniture Customization platform	Bangalore
10927021	ECommerce	Online Grocery Store	Bangalore
10927241	ECommerce	Construction Material Marketplace	Bangalore
10927431	Healthcare	Healthcare Product Manufacturer	Bangalore
10927445	Healthcare	Salons & Spa Chain	Gurgaon
10927698	Consumer Internet	on-demand concierge services	Gurgaon
10928214	Consumer Internet	SME Online Buying Hub	Gurgaon
10929900	Consumer Internet	Online Bike & Car Services provider	Chennai
10930899	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10930969	Technology	Expense Management Solution	Bangalore
10930970	Consumer Internet	Ride Sharing platform	Bangalore
10931378	ECommerce	Kids Focused eTailer	Pune
10931638	ECommerce	Construction Material ETailer	Gurgaon
10931677	ECommerce	ECommerce Marketplace	Gurgaon
10931701	Education	Children Education & Information platform	Gurgaon
10932050	Consumer Internet	DIY event registration and ticketing portal	Pune
10932569	Technology	Real time data analytics & reporting	Bangalore
10933133	ECommerce	Home D?cor Product etailer	New Delhi
10933355	Consumer Internet	Online Education Portal	Gurgaon
10933359	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10933381	Technology	Enterprise Cloud Based Data Processing	Bangalore
10933625	Consumer Internet	Mobile balance Checking App	Gurgaon
10933646	Food & Beverage	Craft Beer manufacturing company	New Delhi
10934148	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10934260	Consumer Internet	Automobile Service Booking App	Bangalore
10934512	Consumer Internet	Ride Sharing platform	Bangalore
10935877	Consumer Internet	Online Furniture Customization platform	Bangalore
10936359	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10936410	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10937543	Consumer Internet	Food Delivery Platform	Hyderabad
10937984	E-commerce	Retail	Delhi
10938100	Technology	Data Intelligence & Analytics	Hyderabad
10939052	Technology	Financial Technology Research Platform	Bangalore
10939396	Consumer Internet	Deal Discovery App	Bangalore
10941588	Consumer Internet	Food Delivery Platform	Hyderabad
10942065	Technology	Real time data analytics & reporting	Bangalore
10942078	Consumer Internet	Cloud Mobility Solutions	Mumbai
10942482	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10942718	Consumer Internet	Online match-making app	Bangalore
10942787	Consumer Internet	Carpooling Mobile App	Gurgaon
10943018	Education	School Student admissions platform	New Delhi
10943117	Consumer Internet	Carpooling Mobile App	Gurgaon
10943226	ECommerce	Construction Material ETailer	Gurgaon
10943291	ECommerce	Online marketplace for cars	Mumbai
10943470	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10944103	Healthcare	Medical Tourism platform	Pune
10944508	ECommerce	Kids Focused eTailer	Pune
10945361	Technology	Data Analytics platform	New Delhi
10945629	Technology	Smartphone OS Developer	Bangalore
10945834	ECommerce	Online Grocery Store	Bangalore
10945926	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10946187	ECommerce	Adult Products Etailers	New Delhi / US
10947253	Technology	Connected Smart Home Solutions	Bangalore
10947939	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10948244	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10948702	Consumer Internet	Photo Sharing for Groups	Bangalore
10948718	Education	Career Planning and Education Advisory Platform	Mumbai
10949413	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10949491	Technology	Local language Mobile OS	Mumbai
10949600	Technology	Electronic Payments Solution Company	Mumbai
10949767	Consumer Internet	Food Delivery Platform	Hyderabad
10949963	Education	Career Planning and Education Advisory Platform	Mumbai
10950327	Consumer Internet	Deal Discovery App	Bangalore
10950462	Consumer Internet	on-demand concierge services	Gurgaon
10950934	Consumer Internet	Hobby & Activity Class Aggregator	Mumbai
10951553	ECommerce	Mobile Accessories etailer	New Delhi
10952041	Consumer Internet	Online Bike & Car Services provider	Chennai
10952473	Technology	Real time data analytics & reporting	Bangalore
10952508	Consumer Internet	Smart Parking Platform	New Delhi
10952622	Consumer Internet	Mobile app based Job Search	Noida
10952691	Healthcare	Salons & Spa Chain	Gurgaon
10952907	Consumer Internet	Photo Sharing for Groups	Bangalore
10953023	ECommerce	Online Rental Marketplace	Bangalore
10953469	Technology	Electronic Payments Solution Company	Mumbai
10953820	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10954432	ECommerce	Adult Products Etailers	New Delhi / US
10955253	E-commerce	Food and Beverages	Bengaluru
10955374	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10957210	ECommerce	Online Pet Store	Gurgaon
10957281	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10957475	Consumer Internet	Casual Gaming platform	New Delhi
10957481	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10957537	Consumer Internet	P2P Messaging Service	New Delhi
10957820	Consumer Internet	Deal Discovery App	Bangalore
10958355	Consumer Interne	Medical Video Consultation platform	Bangalore
10958405	Consumer Internet	Parenting Social Network	Bangalore
10958493	Healthcare	Medical Tourism platform	Pune
10958735	Consumer Internet	Cloud Mobility Solutions	Mumbai
10958913	ECommerce	Kids Focused eTailer	Pune
10959122	Consumer Internet	Carpooling Mobile App	Gurgaon
10959420	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10959527	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10959798	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10959853	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10959896	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10959920	eCommerce	Online Marketplace	Bangalore
10960162	Technology	VR based Spiritual platform	Bangalore
10960753	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10960852	Food & Beverage	Craft Beer manufacturing company	New Delhi
10960965	Technology	Smartphone OS Developer	Bangalore
10961182	Consumer Internet	Fresh Food Delivery platform	Bangalore
10961205	Consumer Internet	healthcare aggregator platform	Mumbai
10961579	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10961760	Consumer Internet	Mobile Advertising App	Noida
10961923	ECommerce	Organic Food eTailer	Bangalore
10962278	Consumer Internet	Online Furniture Customization platform	Bangalore
10963088	Consumer Internet	healthcare aggregator platform	Mumbai
10963157	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10963452	Consumer Internet	Interior Design Marketplace	New Delhi
10963794	Education	School Student admissions platform	New Delhi
10963861	Consumer Internet	Rental Bike Aggregator App	Noida
10964064	ECommerce	ECommerce Marketplace	Gurgaon
10965122	Education	Child Disorder Information & Education	Bhopal
10965491	ECommerce	Online Rental Marketplace	Bangalore
10965638	Consumer Internet	Smart Parking Platform	New Delhi
10965708	Consumer Internet	Personal Finance Mobile App	Bangalore
10965736	eCommerce	Online Marketplace	Bangalore
10966044	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10966444	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10966587	Consumer Internet	Interior Design Marketplace	New Delhi
