id,Year_of_Start,Empl_Cnt_Y1,InvestmentType,Invest_1st_Q_S,Industry_Vertical,SubVertical,City,OperationalDimension,IndustryPerformance,CompetitiveLandscape,CustomerDimension,MarketDimension,ManamgementDimension,StrategicDimenision,FinanceDimension,HRDimension,status
10325001,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Rental Marketplace,Bangalore,7.0,Medium,Medium,5.0,7.0,5,6,4.0,6.0,1.0
10135656,2016,10-25,Private Equity,2 - 5 Crores,Technology,Data Intelligence & Analytics,Hyderabad,7.0,Medium,High,5.0,6.0,5,8,5.0,4.0,1.0
10261636,2014,Above 25,Angel / Seed Funding,5 Crore and Above,FMCG,Vegetables & Fruits Supply Chain,Mumbai,5.0,Medium,High,4.0,6.0,7,8,6.0,3.0,1.0
10502797,2016,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Interne,Medical Video Consultation platform,Bangalore,6.0,High,High,5.0,6.0,5,8,6.0,5.0,1.0
10831501,2014,Above 25,Private Equity,5 Crore and Above,Technology,Connected Smart Home Solutions,Bangalore,7.0,Low,High,6.0,6.0,4,7,4.0,5.0,1.0
10607941,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Crowd Funding Platform,New Delhi,5.0,Medium,High,7.0,6.0,6,6,7.0,4.0,1.0
10752155,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,6.0,High,High,4.0,7.0,5,5,7.0,4.0,1.0
10303885,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Rental Bike Aggregator App,Noida,6.0,Low,High,4.0,4.0,7,5,5.0,3.0,1.0
10734707,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Indians focused Matchmaking App,Bangalore,7.0,Low,High,4.0,6.0,4,8,5.0,4.0,1.0
10519389,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fresh Food Delivery platform,Bangalore,7.0,High,High,4.0,7.0,4,6,4.0,5.0,1.0
10943291,2015,Below 10,Seed/Angel Funding,60-80 Lacs,ECommerce,Online marketplace for cars,Mumbai,6.0,Medium,High,4.0,6.0,6,5,6.0,3.0,1.0
10801846,2016,Above 25,Private Equity,5 Crore and Above,Technology,Mobile & Cloud based App developer,New Delhi,5.0,Low,High,7.0,7.0,6,5,7.0,4.0,1.0
10009277,2014,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Food Delivery Platform,Hyderabad,7.0,Low,Low,7.0,7.0,5,8,6.0,3.0,1.0
10320748,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,5.0,Low,Low,6.0,6.0,6,8,6.0,4.0,1.0
10244145,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,7.0,Low,Low,6.0,5.0,4,8,7.0,5.0,1.0
10966587,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Interior Design Marketplace,New Delhi,7.0,Low,Low,5.0,6.0,6,5,5.0,3.0,1.0
10685591,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mobile Advertising App,Noida,6.0,Low,Low,4.0,7.0,6,7,7.0,5.0,1.0
10841648,2015,Below 10,Private Equity,40-60 Lacs,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,7.0,Low,Low,7.0,7.0,4,5,6.0,6.0,1.0
10015128,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,5.0,Low,Low,5.0,7.0,4,7,5.0,3.0,1.0
10524742,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Jewellery etailer,Bangalore,6.0,Low,Low,6.0,6.0,5,7,5.0,6.0,1.0
10278991,2015,Above 25,Private Equity,5 Crore and Above,eCommerce,Online Marketplace,Bangalore,7.0,Low,Low,4.0,6.0,4,6,5.0,6.0,1.0
10086098,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile balance Checking App,Gurgaon,7.0,Low,Low,7.0,4.0,5,6,7.0,6.0,1.0
10093222,2014,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Photo Sharing for Groups,Bangalore,7.0,High,Low,5.0,4.0,7,7,7.0,3.0,1.0
10877268,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Smart Parking Platform,New Delhi,7.0,Low,Low,5.0,6.0,6,7,7.0,5.0,1.0
10761594,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,7.0,Medium,Low,7.0,6.0,5,5,4.0,5.0,1.0
10070819,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Mobile Advertising App,Noida,7.0,Low,Low,4.0,6.0,5,8,4.0,5.0,1.0
10303365,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,5.0,High,Low,5.0,7.0,7,6,6.0,4.0,1.0
10858461,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,6.0,Medium,Low,7.0,6.0,6,7,5.0,6.0,1.0
10812094,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Jewellery etailer,Bangalore,6.0,High,Low,7.0,7.0,6,8,4.0,3.0,1.0
10436786,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Live Online Coaching Classes,New Delhi,5.0,Low,High,6.0,6.0,6,7,4.0,4.0,1.0
10443495,2016,Above 25,Private Equity,5 Crore and Above,Logistics,Online freight aggregator,Bangalore,6.0,Low,High,7.0,7.0,7,6,6.0,5.0,1.0
10293964,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,5.0,Low,High,5.0,5.0,6,6,7.0,4.0,1.0
10109570,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,Online Pet Store,Gurgaon,7.0,Low,High,6.0,4.0,5,7,7.0,6.0,1.0
10391882,2016,Above 25,Private Equity,5 Crore and Above,Education,College Education Portal,New Delhi,6.0,Low,High,5.0,6.0,7,5,4.0,6.0,1.0
10984342,2015,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Craft Beer manufacturing company,New Delhi,6.0,Medium,Medium,4.0,7.0,6,6,6.0,3.0,1.0
10459192,2014,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,5.0,Medium,Medium,4.0,5.0,6,7,4.0,6.0,1.0
10561572,2016,10-25,Private Equity,1 - 2 Crores,Education,Child Disorder Information & Education,Bhopal,7.0,Medium,High,5.0,6.0,6,5,6.0,5.0,1.0
10800105,2015,Above 25,Debt Funding,5 Crore and Above,ECommerce,B2B Procurement Marketplace for Office Products,Noida,5.0,Medium,High,7.0,6.0,4,7,5.0,6.0,1.0
10756243,2016,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Ride Sharing platform,Bangalore,5.0,Low,High,4.0,5.0,7,5,6.0,4.0,1.0
10045373,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Cloud Mobility Solutions,Mumbai,5.0,Low,High,5.0,7.0,5,8,4.0,5.0,1.0
10319227,2014,Above 25,Angel / Seed Funding,5 Crore and Above,,,,6.0,Low,High,7.0,5.0,7,5,4.0,6.0,1.0
10059382,2015,Above 25,Seed/Angel Funding,5 Crore and Above,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,6.0,Medium,High,5.0,7.0,4,8,4.0,3.0,1.0
10812403,2014,10-25,,,Real Estate,Branded Workspaces Aggregator,Gurgaon,7.0,Low,High,6.0,6.0,6,8,4.0,3.0,1.0
10058095,2016,10-25,Private Equity,1 - 2 Crores,Technology,"TV Search, Guide and Remote mobile app",Bangalore,5.0,High,High,7.0,4.0,7,7,4.0,4.0,1.0
10260453,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,7.0,Medium,High,7.0,7.0,7,7,5.0,4.0,1.0
10691126,2015,Above 25,Private Equity,5 Crore and Above,Healthcare,Medical Tourism platform,Pune,6.0,High,High,5.0,5.0,4,5,5.0,4.0,1.0
10012888,2014,Above 25,,5 Crore and Above,,,,5.0,High,High,4.0,6.0,7,7,7.0,5.0,1.0
10591000,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Education,Children Education & Information platform,Gurgaon,7.0,Low,High,7.0,6.0,6,5,7.0,4.0,1.0
10245428,2015,10-25,Private Equity,1 - 2 Crores,Education,School Student admissions platform,New Delhi,5.0,Low,High,4.0,5.0,5,5,6.0,6.0,1.0
10536737,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Service Booking App,Bangalore,6.0,High,High,4.0,6.0,7,8,6.0,3.0,1.0
10342075,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,6.0,Medium,High,6.0,5.0,7,6,5.0,5.0,1.0
10935877,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Furniture Customization platform,Bangalore,5.0,Low,High,6.0,4.0,6,7,6.0,3.0,1.0
10226808,2015,10-25,Private Equity,2 - 5 Crores,Education,Mobile Based Education platform,Jaipur,6.0,Low,High,4.0,6.0,6,7,5.0,4.0,1.0
10816576,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,6.0,Low,High,4.0,5.0,4,8,5.0,5.0,1.0
10303557,2015,Above 25,Debt Funding,5 Crore and Above,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,5.0,Low,High,4.0,4.0,4,6,4.0,6.0,1.0
10098940,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,5.0,Low,High,6.0,5.0,7,8,6.0,5.0,1.0
10744436,2015,Above 25,Private Equity,5 Crore and Above,Education,Career Planning and Education Advisory Platform,Mumbai,6.0,Low,High,6.0,4.0,6,6,6.0,6.0,1.0
10988523,2015,Below 10,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,7.0,Low,High,7.0,5.0,5,8,6.0,5.0,1.0
10771909,2014,10-25,Debt Funding,2 - 5 Crores,ECommerce,Organic Food eTailer,Bangalore,7.0,High,High,6.0,6.0,5,7,7.0,3.0,1.0
10724960,2016,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Fashion Apparel Retailer,Gurgaon,6.0,Low,High,7.0,5.0,4,7,4.0,4.0,1.0
10471127,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile app based Concierge Service,New Delhi,7.0,High,High,4.0,5.0,6,8,5.0,5.0,1.0
10568826,2016,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,7.0,Medium,High,4.0,7.0,4,5,5.0,6.0,1.0
10724706,2016,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,7.0,Low,High,7.0,4.0,5,7,4.0,4.0,1.0
10274869,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,5.0,High,High,5.0,6.0,5,8,5.0,6.0,1.0
10611957,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,ECommerce Marketplace,Gurgaon,5.0,Low,High,5.0,7.0,7,7,4.0,6.0,1.0
10909276,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,P2P Messaging Service,New Delhi,5.0,Medium,High,6.0,5.0,6,5,7.0,5.0,1.0
10385123,2014,10-25,Private Equity,2 - 5 Crores,Technology,Next Generation in-building connectivity,Bangalore,5.0,High,High,5.0,6.0,7,6,5.0,3.0,1.0
10456425,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mobile based Referral Platform,Mumbai,7.0,Low,High,5.0,4.0,5,7,5.0,3.0,1.0
10215391,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Auto Classifieds Portal,Mumbai,6.0,Low,High,4.0,7.0,5,7,6.0,3.0,1.0
10632185,2014,Below 10,Debt Funding,1 - 2 Crores,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,6.0,High,Medium,5.0,4.0,7,5,6.0,4.0,0.0
10229490,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,inter-city cab aggregator,New Delhi,7.0,Medium,Medium,6.0,6.0,4,6,7.0,3.0,0.0
10892375,2016,Above 25,,,Consumer Internet,Food Ordering Mobile App,Hyderabad,5.0,Low,Medium,4.0,4.0,7,8,4.0,4.0,0.0
10193414,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Healthcare,Professional Health Services Platform,Mumbai,6.0,Low,Medium,6.0,4.0,5,5,6.0,4.0,0.0
10565967,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Weigh Loss Coaching,Mumbai,6.0,Low,Medium,7.0,5.0,4,8,7.0,6.0,0.0
10520698,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,7.0,Low,Medium,5.0,5.0,4,8,5.0,3.0,0.0
10373692,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material Marketplace,Bangalore,6.0,Low,Medium,7.0,7.0,5,6,5.0,3.0,0.0
10489526,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Carpooling Mobile App,Gurgaon,5.0,Low,Medium,5.0,5.0,4,6,7.0,3.0,0.0
10117882,2016,Above 25,Private Equity,5 Crore and Above,Technology,TV to Mobile audience Platform,Gurgaon,7.0,Low,Medium,4.0,5.0,5,7,7.0,5.0,0.0
10258779,2014,Above 25,Private Equity,5 Crore and Above,Healthcare,Healthcare Product Manufacturer,Bangalore,6.0,Medium,Medium,7.0,5.0,5,8,4.0,6.0,0.0
10034758,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,5.0,Low,Medium,4.0,4.0,7,7,5.0,4.0,0.0
10831702,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Party Hall Booking platform,Bangalore,7.0,Low,High,5.0,5.0,4,7,7.0,4.0,1.0
10009439,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,healthcare aggregator platform,Mumbai,6.0,Low,High,7.0,7.0,4,5,6.0,6.0,1.0
10126749,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Mobile app based Job Search,Noida,7.0,Low,High,4.0,7.0,5,7,4.0,6.0,1.0
10504261,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,6.0,Medium,High,7.0,6.0,5,5,4.0,5.0,1.0
10092282,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Dating & Singles Chat Platform,Mumbai,5.0,High,High,7.0,6.0,4,5,7.0,5.0,1.0
10519558,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,SAAS DIY? ECommerce Platform,New Delhi,7.0,Medium,High,7.0,7.0,4,5,6.0,4.0,1.0
10270294,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online/Mobile food ordering platform,Bangalore,6.0,High,High,5.0,4.0,7,5,4.0,5.0,1.0
10306518,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Parenting Social Network,Bangalore,6.0,Low,High,5.0,4.0,5,5,5.0,4.0,1.0
10769253,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Coupon & Cashback platform,Gurgaon,5.0,Low,High,7.0,4.0,5,6,5.0,4.0,1.0
10957475,2016,Below 10,Debt Funding,40-60 Lacs,Consumer Internet,Casual Gaming platform,New Delhi,5.0,Low,High,4.0,6.0,5,8,6.0,5.0,1.0
10051502,2014,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Mobile Accessories etailer,New Delhi,5.0,Low,High,7.0,4.0,5,8,7.0,3.0,1.0
10577492,2015,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,5.0,Low,High,7.0,6.0,7,5,5.0,4.0,1.0
10144668,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Educational College Search platform,New Delhi,6.0,Medium,Medium,6.0,6.0,5,7,4.0,6.0,1.0
10749180,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Finance,Social Business Incubator & Fund,Chennai,6.0,High,Medium,7.0,8.0,9,8,8.0,8.0,0.0
10457095,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Budget Accomodation Aggregator,New Delhi,6.0,Low,Medium,5.0,5.0,7,7,8.0,5.0,0.0
10327630,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Industrial Goods Marketplace,New Delhi,6.0,Medium,Medium,8.0,7.0,9,9,7.0,7.0,0.0
10670945,2016,Below 10,Private Equity,60-80 Lacs,ECommerce,B2B Marketplace for Distributors,Mumbai,6.0,High,High,8.0,7.0,6,9,8.0,8.0,1.0
10990255,2012,Above 25,Private Equity,5 Crore and Above,ECommerce,Adult Products Etailers,New Delhi / US,6.0,Low,High,5.0,8.0,6,7,7.0,6.0,1.0
10433893,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Social Meeting organizer App,Mumbai / UK,6.0,Medium,High,8.0,7.0,6,8,6.0,6.0,1.0
10541859,2016,10-25,Debt Funding,1 - 2 Crores,Healthcare,Women Hygiene Product Manufacturer,Mumbai,7.0,High,High,5.0,8.0,6,9,6.0,6.0,1.0
10900321,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Kids Focused eTailer,Pune,5.0,High,High,8.0,5.0,6,7,9.0,8.0,1.0
10965708,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Personal Finance Mobile App,Bangalore,6.0,High,High,7.0,7.0,7,7,6.0,5.0,1.0
10018212,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online insurance policy aggregator,Noida,6.0,High,High,5.0,5.0,7,8,6.0,6.0,1.0
10859306,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Online Real Estate Portal,Mumbai,5.0,High,High,5.0,5.0,6,8,6.0,8.0,1.0
10557323,2014,10-25,Private Equity,2 - 5 Crores,Technology,Smartphone OS Developer,Bangalore,5.0,High,High,7.0,8.0,9,7,8.0,5.0,1.0
10216661,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,5.0,Low,High,8.0,6.0,7,7,6.0,8.0,1.0
10174975,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Deal Discovery App,Bangalore,5.0,Low,High,6.0,7.0,6,8,6.0,6.0,1.0
10034387,2012,10-25,Private Equity,2 - 5 Crores,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,5.0,Low,High,7.0,8.0,8,7,6.0,5.0,1.0
10138828,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,on-demand concierge services,Gurgaon,7.0,Low,High,8.0,5.0,9,9,6.0,5.0,1.0
10539819,2016,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,5.0,Low,Low,6.0,6.0,7,9,8.0,8.0,0.0
10862205,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Home Automation & Security Solutions,Bangalore,5.0,Low,Medium,8.0,6.0,9,9,6.0,8.0,0.0
10486982,2013,10-25,Private Equity,2 - 5 Crores,Technology,Electronic Payments Solution Company,Mumbai,7.0,Low,Low,5.0,5.0,8,7,9.0,5.0,0.0
10522281,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Enterprise Cloud Based Data Processing,Bangalore,6.0,Medium,Low,6.0,5.0,8,9,9.0,6.0,0.0
10280969,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,6.0,Medium,Medium,8.0,8.0,9,9,7.0,7.0,0.0
10019319,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Photography curation & Aggregator platform,Mumbai,7.0,Medium,Medium,8.0,5.0,7,9,9.0,6.0,0.0
10204969,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SME Online Buying Hub,Gurgaon,5.0,Medium,Low,7.0,7.0,7,9,6.0,7.0,0.0
10171817,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Home D?cor Product etailer,New Delhi,7.0,Medium,Medium,8.0,7.0,8,7,9.0,8.0,0.0
10496422,2016,10-25,Private Equity,2 - 5 Crores,ECommerce,Specialty Tea ETailer,Siliguri,5.0,Medium,Low,5.0,8.0,8,8,7.0,6.0,0.0
10931638,2016,10-25,Private Equity,2 - 5 Crores,ECommerce,Construction Material ETailer,Gurgaon,6.0,High,Medium,7.0,6.0,7,9,9.0,5.0,0.0
10851646,2012,Below 10,Debt Funding,80-100 Lacs,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,6.0,Low,Medium,7.0,6.0,7,7,9.0,6.0,0.0
10617720,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Rental Marketplace,Bangalore,5.0,Low,Medium,6.0,5.0,8,7,7.0,6.0,0.0
10047745,2015,Above 25,Private Equity,5 Crore and Above,Technology,Data Intelligence & Analytics,Hyderabad,5.0,High,Low,8.0,7.0,7,9,8.0,5.0,0.0
10794155,2016,Above 25,Angel / Seed Funding,5 Crore and Above,FMCG,Vegetables & Fruits Supply Chain,Mumbai,7.0,Low,Low,5.0,7.0,9,9,9.0,7.0,0.0
10359421,2015,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Interne,Medical Video Consultation platform,Bangalore,7.0,Low,Low,6.0,5.0,6,9,9.0,7.0,0.0
10741471,2012,Above 25,Private Equity,5 Crore and Above,Technology,Connected Smart Home Solutions,Bangalore,7.0,High,Low,8.0,6.0,9,9,6.0,5.0,0.0
10667321,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Crowd Funding Platform,New Delhi,7.0,High,Medium,5.0,6.0,6,7,7.0,6.0,0.0
10593631,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,7.0,High,Medium,6.0,5.0,8,7,8.0,6.0,0.0
10419040,2016,Below 10,Private Equity,1 - 2 Crores,Consumer Internet,Rental Bike Aggregator App,Noida,6.0,Low,Low,7.0,5.0,8,7,8.0,7.0,0.0
10070407,2013,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Indians focused Matchmaking App,Bangalore,6.0,Low,Medium,5.0,5.0,7,8,8.0,8.0,0.0
10690806,2016,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Fresh Food Delivery platform,Bangalore,5.0,Medium,Low,5.0,8.0,9,8,7.0,6.0,0.0
10748403,2012,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online marketplace for cars,Mumbai,7.0,Medium,Low,7.0,6.0,6,9,7.0,5.0,0.0
10415466,2012,10-25,Private Equity,2 - 5 Crores,Technology,Mobile & Cloud based App developer,New Delhi,7.0,Medium,Medium,6.0,7.0,9,7,8.0,5.0,0.0
10222166,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Food Delivery Platform,Hyderabad,5.0,High,Medium,6.0,6.0,6,8,8.0,6.0,0.0
10904142,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,7.0,Low,Low,6.0,8.0,6,8,9.0,6.0,0.0
10846780,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Mobile App Analytics,Mumbai,7.0,Low,Low,8.0,5.0,8,7,8.0,7.0,0.0
10515169,2012,Above 25,Private,5 Crore and Above,Finance,Online Lending,Pune,6.0,Low,Low,7.0,8.0,8,9,6.0,5.0,0.0
10682747,2016,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Food and Beverages,Bengaluru,5.0,Low,Low,5.0,6.0,8,7,7.0,7.0,0.0
10570633,2016,10-25,Angel / Seed Funding,2 - 5 Crores,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,6.0,High,Low,6.0,8.0,6,7,7.0,6.0,0.0
10545502,2014,Above 25,Debt Funding,5 Crore and Above,Finance,Online Lending,Ahmedabad,7.0,High,Low,6.0,5.0,9,9,8.0,7.0,0.0
10454073,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Entertainment,Digital Entertainment for Children,Mumbai,5.0,Low,Low,5.0,5.0,7,7,9.0,6.0,0.0
10037420,2015,Above 25,Private Equity,5 Crore and Above,Technology,Personal Assistant,Bengaluru,6.0,Low,Low,5.0,8.0,9,7,8.0,8.0,0.0
10247561,2013,Above 25,Private Equity,5 Crore and Above,E-commerce,Retail,Delhi,7.0,High,Low,7.0,8.0,8,8,6.0,5.0,0.0
10480982,2013,10-25,Private Equity,2 - 5 Crores,Finance,Agricultural Loan,Chennai,7.0,High,Low,6.0,8.0,7,7,8.0,8.0,0.0
10232887,2012,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,5.0,Low,Low,7.0,6.0,6,7,9.0,7.0,0.0
10431763,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,6.0,High,Low,6.0,6.0,8,7,8.0,5.0,0.0
10413632,2016,Above 25,Debt Funding,5 Crore and Above,Technology,Aadhaar-based API provider,Pune,6.0,Low,Low,7.0,5.0,8,7,6.0,5.0,0.0
10020383,2016,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Grocery Store,Bangalore,7.0,Medium,Low,8.0,8.0,8,9,7.0,8.0,0.0
10018469,2013,Above 25,Private Equity,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,6.0,Medium,Low,6.0,7.0,8,8,9.0,8.0,0.0
10072882,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Fantasy Games,Mumbai,7.0,High,Low,7.0,7.0,8,9,9.0,6.0,0.0
10525324,2012,Above 25,Private Equity,5 Crore and Above,Technology,VR based Spiritual platform,Bangalore,7.0,High,Low,5.0,8.0,7,8,7.0,6.0,0.0
